settlement_id,payment_id,order_id,gross,mdr,gst_on_mdr,net,utr,settlement_date,on_hold,method,dispute_id
setl_d924f85e960a42,pay_54783eb672beb6,order_1172,2499,49.98,9.0,2440.02,UTR1588097152,2026-08-21,False,Card,
setl_b72b71aaa97d86,pay_d8f06e656708d4,order_1180,2499,49.98,9.0,1690.32,UTR9464825444,2026-08-21,False,Card,
setl_530a3bdcabe640,pay_f2dd2014861ca2,order_1225,499,9.98,1.8,487.22,UTR8612441673,2026-08-04,False,UPI,
setl_61572ace9a5315,pay_4bc9c8531a7f56,order_1069,999,19.98,3.6,975.42,UTR6963404324,2026-08-19,False,UPI,
setl_ec26a9e0e60322,pay_3116e132a5fa89,order_1344,499,9.98,1.8,487.22,UTR5990258975,2026-08-10,False,UPI,
setl_781359331a3ed1,pay_c2784d638b34fa,order_1004,999,19.98,3.6,975.42,UTR8168204967,2026-08-11,False,UPI,
setl_f126b8e19970f2,pay_e76817daa21d45,order_1087,2499,49.98,9.0,2440.02,UTR1230020161,2026-08-08,False,UPI,
setl_39978c5a311383_dup,pay_a3b709813d1e80,order_1333,2499,49.98,9.0,2440.02,UTR3445250621,2026-08-12,False,UPI,
setl_d699ec7b9c8777,pay_f47c290ee3d715,order_1205,9999,199.98,36.0,9763.02,UTR7973263691,2026-08-13,False,UPI,
setl_fed9bf9ccf7790,pay_5f493e946114fc,order_1119,499,9.98,1.8,487.22,UTR5585110649,2026-08-11,False,Card,
setl_b99669e14f36d5,pay_43a8c6ee0a1fa4,order_1113,2499,49.98,9.0,2440.02,UTR9618271425,2026-08-22,False,UPI,
setl_597cee4b42d547,pay_9c1ad8499f622f,order_1490,499,9.98,1.8,487.22,UTR3172384206,2026-08-13,False,Card,
setl_ca176c4a2ad87e,pay_501f662fd1d2c4,order_1193,2499,49.98,9.0,2440.02,UTR2817074316,2026-08-11,False,UPI,
setl_3d2bf604d2fd88,pay_17515c77d1c4b9,order_1081,499,9.98,1.8,487.22,UTR4409386903,2026-08-17,False,UPI,
setl_d5a0329ccca749_dup,pay_abbd19517469a9,order_1151,2499,49.98,9.0,2440.02,UTR9063480483,2026-08-09,False,Card,
setl_2950065656d13c,pay_066d5411224146,order_1207,4999,99.98,18.0,4881.02,UTR5789238017,2026-08-10,False,UPI,
setl_8569e557cd208d,pay_a582b526754dc7,order_1384,9999,199.98,36.0,6763.32,UTR7866761721,2026-08-07,False,Card,
setl_f2b455376eaab4,pay_ad6ecda37b00e2,order_1408,9999,199.98,36.0,9763.02,UTR9141495500,2026-08-09,False,UPI,
setl_a2efba134d80de,pay_619c575dfd9e1c,order_1460,4999,99.98,18.0,4881.02,UTR9556341214,2026-08-16,False,UPI,
setl_b80eb9432f3b35,pay_487b5e3bfc4a84,order_1294,999,19.98,3.6,675.72,UTR5200090187,2026-08-04,False,UPI,
setl_b7c5954090c4c7,pay_a7e7166ac3f806,order_1083,1499,29.98,5.4,1463.62,UTR5293274004,2026-08-21,False,UPI,
setl_255adaf722bf03,pay_80d065b513a19c,order_1041,999,19.98,3.6,975.42,UTR7328203808,2026-08-04,False,Card,
setl_1014f1edd4caf0,pay_e6d122c7f7a425,order_1479,4999,99.98,18.0,4881.02,UTR5760317765,2026-08-03,False,UPI,
setl_e33249810311e9,pay_78518536657506,order_1279,999,19.98,3.6,975.42,UTR3285488356,2026-08-05,False,UPI,
setl_ad011734301fad,pay_541a6cbb935b28,order_1157,4999,99.98,18.0,4881.02,UTR5113699666,2026-08-23,False,Netbanking,
setl_2f5a99df368319,pay_f0cd56a6c850ce,order_1221,2499,49.98,9.0,2440.02,UTR9137862629,2026-08-23,False,UPI,
setl_e75ca4bffdaa90,pay_d8e3b92adbdb0e,order_1267,9999,199.98,36.0,9763.02,UTR2621593120,2026-08-09,False,UPI,
setl_ae87d42a887c9f,pay_800865ad23946c,order_1471,2499,49.98,9.0,2440.02,UTR5509824667,2026-08-23,False,Card,
setl_a7602b9c468813,pay_960febc6220cb7,order_1442,999,19.98,3.6,975.42,UTR1996918199,2026-08-17,False,Wallet,
setl_35fd8c3424da2e,pay_3d31398dc4728e,order_1278,9999,199.98,36.0,9763.02,UTR2033207905,2026-08-06,False,UPI,
setl_7245f98daf91bb,pay_ef47cc42d03a5d,order_1376,999,19.98,3.6,975.42,UTR2213140390,2026-08-19,False,UPI,
setl_ce18390bec82bf,pay_149bf3742cbe7f,order_1423,4999,99.98,18.0,4881.02,UTR8160992941,2026-08-03,False,UPI,
setl_300aa756304b2a,pay_a1bee6c15c8c62,order_1224,2499,49.98,9.0,2440.02,UTR2981513233,2026-08-18,False,UPI,
setl_72a0a465cc0be2,pay_1815c83ca43caf,order_1163,499,9.98,1.8,487.22,UTR3211494631,2026-08-18,False,Netbanking,
setl_3b455c58338d13,pay_b7666c6f5cfc0b,order_1336,1499,29.98,5.4,1463.62,UTR7841626357,2026-08-18,False,Card,
setl_8b2d205ff4bdab,pay_9a32bee6eca921,order_1139,999,19.98,3.6,975.42,UTR1458579821,2026-08-09,False,UPI,disp_9999301c2d7a26
setl_a92c8c8050eed4,pay_84a167fe482ed4,order_1003,499,9.98,2.8,486.22,UTR5067116918,2026-08-10,False,Card,
setl_c0c45676e4b5d4,pay_751bbc7c76348e,order_1306,2499,49.98,9.0,2440.02,UTR3685585090,2026-08-10,False,Card,
setl_74bdc67a3abc1f,pay_936d61998a8f7b,order_1066,2499,49.98,9.0,2440.02,UTR8265834251,2026-08-21,True,UPI,
setl_40a6dd73d672ed,pay_80299fc13639ee,order_1396,2499,49.98,9.0,2440.02,UTR2167042689,2026-08-03,False,Card,
setl_b5c7cca64096ad,pay_1e19167837ac83,order_1472,2499,49.98,9.0,2440.02,UTR3348481420,2026-08-15,False,UPI,
setl_9aca3e733662d4,pay_c926ec582b87f7,order_1218,499,9.98,1.8,487.22,UTR4228195145,2026-08-07,False,UPI,
setl_1507b7a4a5097f,pay_f0c2e37154f15e,order_1192,9999,199.98,36.0,9763.02,UTR1555426027,2026-08-21,False,UPI,
setl_ddb859db700aac,pay_eaec60ddf76dbe,order_1187,999,19.98,3.6,975.42,UTR2720829540,2026-08-03,False,UPI,
setl_8cb19d851a496b,pay_5cd515ebe6f77e,order_1042,1499,29.98,5.4,1463.62,UTR9771848610,2026-08-17,False,Netbanking,
setl_02698a4040316b,pay_e1de382d7ab7e7,order_1055,4999,99.98,18.0,4881.02,UTR9305502799,2026-08-04,False,UPI,
setl_3a0bdf6216b15e,pay_a45e264b3ab072,order_1074,999,19.98,3.6,975.42,UTR1613549255,2026-08-15,False,Card,
setl_9b116221b7baec,pay_1f202231ab77a0,order_1461,999,19.98,3.6,975.42,UTR1919506215,2026-08-09,False,Card,
setl_392be3b3343dd5,pay_bc658b446b5825,order_1120,499,9.98,1.8,487.22,UTR4952177946,2026-08-06,False,Wallet,
setl_57f847fb29aa98,pay_142ae434a2d0ad,order_1125,9999,199.98,36.0,9763.02,UTR6786043791,2026-08-20,False,UPI,
setl_5b5c85a36e2b19,pay_0b37e12f54108d,order_1251,9999,199.98,36.0,9763.02,UTR1423644452,2026-08-09,False,Card,
setl_4188c20c93cbf1,pay_cabec63405bb2f,order_1202,499,9.98,1.8,487.22,UTR7474660539,2026-08-14,False,UPI,
setl_861c62335250bb,pay_1635ed7ef469ef,order_1274,999,19.98,3.6,975.42,UTR5579445057,2026-08-17,False,Card,
setl_1f6661593b178f,pay_2169d3da578d12,order_1265,999,19.98,3.6,975.42,UTR6211814586,2026-08-23,False,UPI,
setl_784fd39ed9dfe4,pay_ed300dd3f65f92,order_1381,2499,49.98,9.0,2440.02,UTR5128358636,2026-08-21,False,UPI,
setl_5a7ad0d683b5cc,pay_0b22533e24b479,order_1317,999,19.98,3.6,975.42,UTR8706438472,2026-08-13,False,UPI,
setl_8b695f27cd22a9,pay_dc61e9b37ea22b,order_1002,2499,49.98,9.0,2440.02,UTR5047709743,2026-08-15,False,Card,
setl_c286f05dc71850,pay_0dfd55ee942c86,order_1121,9999,199.98,36.0,9763.02,UTR5727675931,2026-08-09,False,Card,
setl_42ea0c7f95764a,pay_7d497b3c24aa1a,order_1173,9999,199.98,36.0,9763.02,UTR2114703737,2026-08-06,False,UPI,
setl_d9c2874f6df765,pay_4879eb903ad90c,order_1021,499,9.98,1.8,487.22,UTR6711463258,2026-08-08,False,UPI,
setl_22ccd92ffacc4e,pay_7a82cc38581499,order_1335,2499,49.98,9.0,2440.02,UTR2592535796,2026-08-12,False,UPI,
setl_019bb9d9f3b330,pay_96d42f6949eb49,order_1418,499,9.98,1.8,487.22,UTR6231852874,2026-08-15,False,Card,
setl_990937e1e20c3b,pay_8febadb9cb8183,order_1206,4999,99.98,18.0,4881.02,UTR6671208652,2026-08-17,False,UPI,
setl_0c9b6af7b6f36c,pay_36dd8ed2a503cf,order_1445,999,19.98,3.6,975.42,UTR5304637278,2026-08-03,False,UPI,
setl_2e5b8aa4787ceb,pay_2e0509ba8f9b84,order_1447,2499,49.98,9.0,2440.02,UTR1768980818,2026-08-05,False,UPI,
setl_7673e65e654ad9,pay_42d6b28c021863,order_1320,4999,99.98,18.0,4881.02,UTR6784750523,2026-08-05,False,Card,
setl_3b49c9fd454b20,pay_585f85743b5bfb,order_1018,499,9.98,1.8,487.22,UTR5054834021,2026-08-20,False,Netbanking,
setl_7f84ae66f40859,pay_273bf5b3fafeae,order_1282,2499,49.98,9.0,2440.02,UTR6785311561,2026-08-17,False,Wallet,
setl_3022a93bc29b1d,pay_6cd4108f5acacf,order_1015,1499,29.98,5.4,1463.62,UTR3485432021,2026-08-06,False,Card,
setl_5a49a39ccb3ab8,pay_891aed93e533f3,order_1393,999,19.98,3.6,975.42,UTR1744814397,2026-08-17,False,Card,
setl_87fbefa27c2662,pay_e9d7b418e26892,order_1367,499,9.98,1.8,487.22,UTR8808043113,2026-08-21,False,Card,
setl_e0991882513478,pay_901a954a542a7e,order_1007,1499,29.98,5.4,1463.62,UTR3271782991,2026-08-22,False,Card,
setl_7d5814368c9a89,pay_f8a6df6e044182,order_1032,9999,199.98,36.0,9763.02,UTR1124352982,2026-08-11,False,Card,
setl_ffab8442bb253f,pay_1cb39bf3212bfc,order_1044,999,19.98,3.6,975.42,UTR8689593739,2026-08-10,False,UPI,
setl_13f1c85cb9bf5a,pay_af5000a0c05cc9,order_1427,4999,99.98,19.0,4880.02,UTR6549690147,2026-08-23,False,UPI,
setl_93a0aed19d1d19,pay_63a8fd8b31b70e,order_1161,4999,99.98,18.0,4881.02,UTR6165304376,2026-08-10,False,Card,disp_a5f92dcc95126b
setl_181479332713b6,pay_5d57117d45986b,order_1150,2499,49.98,9.0,2440.02,UTR8676510043,2026-08-21,False,Card,
setl_3ad3deb6d1a0b0,pay_8874a511fc8a3a,order_1108,499,9.98,1.8,487.22,UTR9892481056,2026-08-04,False,UPI,
setl_16861c47e8d864,pay_39a5ec56be7541,order_1394,2499,49.98,9.0,2440.02,UTR9511322359,2026-08-23,False,UPI,
setl_c8fdf0a7e99fa5,pay_c5321868133553,order_1107,499,9.98,2.3,486.72,UTR8404418865,2026-08-15,False,Netbanking,
setl_2dcec0ad0e27f6,pay_d1fabdc6fd7548,order_1073,9999,199.98,36.0,9763.02,UTR2296502486,2026-08-07,False,Netbanking,
setl_827d096af1736b,pay_a9a081249c8b41,order_1388,9999,199.98,36.0,9763.02,UTR8612669189,2026-08-08,False,UPI,
setl_92ecbef0d4a62b,pay_a3245a88c937d8,order_1348,2499,49.98,9.0,2440.02,UTR1442597118,2026-08-12,False,Card,
setl_46344e72cd18b8,pay_3a66eee926ec2c,order_1284,9999,199.98,36.0,9763.02,UTR7306639233,2026-08-14,True,UPI,
setl_d59fc01292dcf3,pay_646a9eb9b8489b,order_1476,2499,49.98,9.0,2440.02,UTR2508654691,2026-08-04,False,UPI,
setl_164b1ca807b46d,pay_8195e27f00adfd,order_1329,499,9.98,1.8,487.22,UTR7184949643,2026-08-14,False,UPI,
setl_7e67850c1b6c89,pay_c4ddaf34bc5b91,order_1091,999,19.98,3.6,975.42,UTR1247508299,2026-08-09,False,UPI,
setl_9648a12b441c9c,pay_5072583ae4dd94,order_1312,1499,29.98,5.4,1463.62,UTR3033266894,2026-08-21,False,UPI,
setl_1de462f471e27a,pay_87aa9df130e8e3,order_1028,9999,199.98,36.0,9763.02,UTR9381721143,2026-08-20,False,Card,
setl_191d1c9de5b6f9,pay_11e7cfcb3e2ec6,order_1289,999,19.98,3.6,975.42,UTR6379424827,2026-08-09,False,Card,
setl_29c8888a18aac1,pay_9c780cc6842899,order_1488,499,9.98,1.8,487.22,UTR2841485787,2026-08-14,False,UPI,
setl_5027cfa56b05fd,pay_f1f8ec01cfac01,order_1492,2499,49.98,9.0,2440.02,UTR1584821121,2026-08-04,False,UPI,
setl_5469a7895167ef,pay_1951b7ffc7eff7,order_1264,499,9.98,1.3,487.72,UTR9834999739,2026-08-22,False,UPI,
setl_8d5a9e663150a0,pay_e3000da1f1dab0,order_1226,999,19.98,3.6,975.42,UTR1945305958,2026-08-17,False,Card,
setl_db0235a852e55c,pay_9d2a0f1052b6ce,order_1050,9999,199.98,36.0,9763.02,UTR3079537716,2026-08-23,False,UPI,
setl_4ebe7a1829e865,pay_e38f06cf37ec42,order_1141,499,9.98,1.8,487.22,UTR4847409832,2026-08-08,False,UPI,
setl_566790429b0e53,pay_c986629cfe9148,order_1090,9999,199.98,36.0,9763.02,UTR9249923427,2026-08-18,False,UPI,
setl_e5fc2dac02304b,pay_2102ddbe4e9c45,order_1191,2499,49.98,9.0,2440.02,UTR9277288208,2026-08-06,False,UPI,disp_871b2534dbd9a3
setl_428762d923fabd,pay_adc6b570a2e2bd,order_1449,2499,49.98,9.0,2440.02,UTR5013802920,2026-08-10,False,UPI,
setl_8f06d5cf6c04f7,pay_cb6123d6e5c2fb,order_1063,1499,29.98,5.4,1463.62,UTR9337145038,2026-08-20,False,UPI,
setl_c9c83e63bad31a,pay_46208c248b7c4c,order_1126,4999,99.98,18.0,4881.02,UTR8235474949,2026-08-22,False,Card,
setl_bd5dd3b65668a7,pay_4f6f510f624580,order_1152,999,19.98,3.6,975.42,UTR9265587451,2026-08-20,False,UPI,
setl_19c5dbcbe31346,pay_ae6dd3981a9c87,order_1185,4999,99.98,18.0,4881.02,UTR5074682264,2026-08-04,False,UPI,
setl_ec54cd5e60df6b_dup,pay_83cc052ca6a1e3,order_1494,2499,49.98,9.0,2440.02,UTR6054647130,2026-08-09,False,UPI,
setl_eceb2d1a95e69b,pay_0aa1e798f0b869,order_1103,999,19.98,3.6,975.42,UTR6558433027,2026-08-11,False,UPI,
setl_35ad962f609111,pay_146e6146b81bfb,order_1243,4999,99.98,18.0,4881.02,UTR5578260598,2026-08-16,False,UPI,
setl_f7b561661db3c1,pay_56b671566a46f2,order_1034,9999,199.98,35.5,9763.52,UTR8628842157,2026-08-06,False,Card,
setl_bc138227d1cd1a,pay_e93761a56d0aa0,order_1005,4999,99.98,18.0,4881.02,UTR5161807235,2026-08-03,False,Card,
setl_TRAP_A,pay_TRAP_A,order_9001,2499,49.98,9.0,2440.02,UTR_TRAP_AAAA,2026-08-15,False
setl_TRAP_B,pay_TRAP_B,order_9002,2499,49.98,9.0,2440.02,UTR_TRAP_BBBB,2026-08-15,False
